time,ecg
1,515
2,515
3,515
4,515
5,514
6,514
7,514
8,514
9,513
10,511
11,509
12,507
13,505
14,503
15,500
16,499
17,498
18,497
19,496
20,496
21,495
22,495
23,496
24,496
25,496
26,496
27,496
28,495
29,494
30,493
31,492
32,491
33,489
34,487
35,486
36,485
37,484
38,484
39,483
40,484
41,484
42,485
43,486
44,486
45,487
46,487
47,488
48,488
49,489
50,489
51,488
52,487
53,487
54,485
55,484
56,483
57,482
58,482
59,483
60,484
61,485
62,486
63,487
64,489
65,491
66,492
67,492
68,492
69,492
70,492
71,491
72,490
73,489
74,488
75,487
76,486
77,487
78,486
79,486
80,487
81,488
82,491
83,492
84,492
85,493
86,495
87,496
88,496
89,497
90,496
91,496
92,495
93,493
94,492
95,492
96,491
97,490
98,489
99,489
100,490
101,492
102,493
103,494
104,496
105,497
106,497
107,498
108,499
109,499
110,499
111,498
112,496
113,496
114,495
115,494
116,493
117,492
118,492
119,492
120,494
121,495
122,496
123,497
124,499
125,500
126,501
127,503
128,503
129,503
130,503
131,502
132,500
133,498
134,498
135,497
136,496
137,496
138,496
139,496
140,497
141,498
142,500
143,502
144,503
145,504
146,505
147,506
148,506
149,506
150,505
151,505
152,504
153,503
154,502
155,501
156,500
157,499
158,499
159,498
160,499
161,500
162,501
163,502
164,504
165,506
166,507
167,508
168,509
169,509
170,509
171,508
172,508
173,506
174,506
175,505
176,504
177,504
178,503
179,504
180,504
181,504
182,505
183,506
184,507
185,509
186,510
187,511
188,512
189,512
190,512
191,512
192,512
193,510
194,508
195,508
196,508
197,507
198,507
199,506
200,507
201,508
202,509
203,510
204,511
205,513
206,514
207,515
208,516
209,516
210,515
211,514
212,513
213,512
214,511
215,510
216,508
217,508
218,508
219,509
220,509
221,509
222,509
223,510
224,512
225,513
226,514
227,515
228,515
229,515
230,514
231,514
232,512
233,511
234,510
235,509
236,508
237,508
238,507
239,507
240,508
241,508
242,510
243,511
244,512
245,513
246,515
247,515
248,515
249,515
250,515
251,513
252,512
253,510
254,510
255,509
256,508
257,508
258,507
259,506
260,507
261,508
262,510
263,512
264,513
265,514
266,516
267,516
268,517
269,518
270,517
271,515
272,514
273,513
274,511
275,510
276,508
277,507
278,507
279,507
280,508
281,508
282,510
283,511
284,513
285,515
286,516
287,515
288,516
289,516
290,516
291,515
292,513
293,512
294,510
295,508
296,507
297,507
298,506
299,506
300,507
301,508
302,509
303,510
304,511
305,512
306,513
307,514
308,515
309,515
310,514
311,513
312,512
313,511
314,510
315,509
316,508
317,507
318,507
319,507
320,508
321,509
322,510
323,510
324,512
325,513
326,513
327,513
328,513
329,513
330,513
331,513
332,512
333,511
334,511
