time,ecg
1,410
2,403
3,395
4,387
5,382
6,382
7,386
8,392
9,398
10,406
11,414
12,421
13,431
14,443
15,460
16,486
17,520
18,562
19,610
20,665
21,722
22,774
23,824
24,868
25,911
26,948
27,982
28,1007
29,1022
30,1022
31,1022
32,1022
33,1022
34,1013
35,992
36,969
37,944
38,912
39,870
40,819
41,769
42,724
43,684
44,652
45,627
46,605
47,587
48,572
49,558
50,547
51,536
52,526
53,516
54,507
55,500
56,494
57,488
58,482
59,476
60,470
61,464
62,459
63,454
64,448
65,444
66,440
67,436
68,433
69,431
70,429
71,427
72,425
73,424
74,423
75,423
76,423
77,422
78,421
79,421
80,421
81,421
82,421
83,422
84,422
85,423
86,423
87,423
88,424
89,425
90,426
91,426
92,427
93,428
94,428
95,429
96,430
97,431
98,431
99,432
100,432
101,432
102,433
103,433
104,434
105,435
106,437
107,438
108,439
109,440
110,441
111,441
112,442
113,443
114,444
115,444
116,445
117,446
118,446
119,446
120,447
121,448
122,449
123,449
124,450
125,451
126,451
127,452
128,453
129,453
130,454
131,454
132,455
133,455
134,456
135,457
136,459
137,459
138,460
139,462
140,462
141,463
142,464
143,465
144,466
145,467
146,468
147,469
148,469
149,470
150,470
151,470
152,470
153,470
154,470
155,470
156,471
157,471
158,472
159,472
160,472
161,473
162,474
163,475
164,475
165,475
166,476
167,476
168,477
169,477
170,478
171,479
172,479
173,480
174,481
175,481
176,481
177,482
178,483
179,483
180,483
181,484
182,484
183,484
184,484
185,485
186,485
187,485
188,485
189,486
190,487
191,487
192,488
193,488
194,489
195,489
196,490
197,490
198,490
199,490
200,490
201,490
202,490
203,491
204,492
205,492
206,492
207,493
208,494
209,494
210,495
211,495
212,496
213,496
214,497
215,498
216,498
217,499
218,500
219,501
220,502
221,502
222,503
223,504
224,504
225,505
226,505
227,505
228,506
229,507
230,508
231,509
232,509
233,510
234,510
235,511
236,511
237,511
238,512
239,511
240,512
241,512
242,512
243,512
244,512
245,512
246,512
247,513
248,514
249,514
250,514
251,515
252,515
253,515
254,515
255,515
256,515
257,515
258,516
259,515
260,515
261,515
262,515
263,515
264,515
265,515
266,515
267,515
268,514
269,513
270,512
271,511
272,511
273,510
274,509
275,508
276,508
277,507
278,506
279,507
280,505
281,504
282,503
283,503
284,502
285,502
286,502
287,501
288,500
289,499
290,498
291,498
292,498
293,497
294,497
295,497
296,496
297,495
298,495
299,494
300,493
301,493
302,493
303,493
304,493
305,492
306,492
307,492
308,492
309,491
310,491
311,491
312,491
313,491
314,491
315,491
316,492
317,492
318,493
319,493
320,493
321,493
322,493
323,493
324,494
325,494
326,494
327,495
328,495
329,496
330,496
331,497
332,497
333,497
334,498
335,498
336,498
337,498
338,498
339,498
340,498
341,498
342,498
343,499
344,499
345,499
346,499
347,500
348,500
349,500
350,501
351,501
352,501
353,501
354,500
355,501
356,501
357,501
358,501
359,501
360,501
361,500
362,499
363,499
364,499
365,500
366,500
367,500
368,500
369,501
370,502
371,503
372,502
373,503
374,503
375,503
376,503
377,504
378,504
379,504
380,505
381,505
382,506
383,505
384,505
385,505
386,505
387,505
388,505
389,506
390,507
391,506
392,507
393,507
394,507
395,507
396,507
397,508
398,508
399,508
400,508
401,508
402,509
403,509
404,508
405,508
406,508
407,508
408,508
409,508
410,508
411,508
412,508
413,508
414,508
415,509
416,509
417,509
418,509
419,509
420,510
421,509
422,509
423,508
424,508
425,509
426,508
427,508
428,508
429,508
430,509
431,509
432,510
433,510
434,510
435,510
436,510
437,510
438,510
439,509
440,509
441,510
442,509
443,510
444,509
445,509
446,509
447,509
448,510
449,510
450,510
451,510
452,511
453,511
454,511
455,511
456,512
457,512
458,512
459,511
460,511
461,511
462,511
463,511
464,511
465,511
466,511
467,512
468,512
469,512
470,513
471,513
472,513
473,513
474,513
475,513
476,514
477,514
478,514
479,514
480,513
481,514
482,514
483,514
484,514
485,514
486,514
487,514
488,514
489,514
490,515
491,515
492,515
493,515
494,516
495,515
496,515
497,515
498,515
499,515
500,515
501,515
502,515
503,515
504,516
505,516
506,516
507,516
508,517
509,517
510,517
511,517
512,517
513,517
514,516
515,517
516,517
517,517
518,517
519,516
520,516
521,516
522,516
523,516
524,515
525,516
526,516
527,516
528,516
529,516
530,516
531,515
532,516
533,516
534,516
535,516
536,515
537,515
538,515
539,515
540,515
541,515
542,515
543,515
544,515
545,516
546,516
547,516
548,516
549,516
550,515
551,515
552,514
553,515
554,514
555,514
556,513
557,514
558,513
559,514
560,514
561,514
562,515
563,515
564,515
565,516
566,516
567,516
568,516
569,516
570,515
571,516
572,515
573,515
574,515
575,514
576,514
577,513
578,513
579,513
580,513
581,513
582,513
583,513
584,513
585,514
586,514
587,513
588,513
589,513
590,513
591,513
592,513
593,513
594,514
595,514
596,514
597,515
598,514
599,515
600,515
601,515
602,515
603,516
604,516
605,517
606,517
607,517
608,518
609,517
610,517
611,516
612,516
613,516
614,516
615,516
616,515
617,515
618,514
619,514
620,514
621,515
622,516
623,517
624,517
625,518
626,519
627,519
628,519
629,519
630,519
631,519
632,519
633,519
634,519
635,519
636,519
637,519
638,518
639,517
640,517
641,517
642,517
643,517
644,516
645,515
646,514
647,514
648,514
649,514
650,514
651,514
652,513
653,513
654,513
655,512
656,512
657,512
658,512
659,512
660,512
661,511
662,511
663,512
664,512
665,512
666,512
667,512
668,512
669,512
670,512
671,512
672,512
673,513
674,513
675,513
676,513
677,513
678,513
679,512
680,513
681,513
682,513
683,513
684,513
685,513
686,513
687,513
688,513
689,513
690,514
691,514
692,514
693,514
694,515
695,514
696,514
697,514
698,515
699,515
700,515
701,515
702,515
703,515
704,513
705,511
706,510
707,505
708,500
709,492
710,483
711,473
712,463
713,454
714,446
715,438
716,429
717,421
718,412
719,403
720,396
721,388
722,382
723,377
724,378
725,384
726,390
727,398
728,406
729,414
730,421
731,431
732,444
733,464
734,493
735,530
736,576
737,629
738,688
739,747
740,804
741,856
742,905
743,947
744,987
745,1018
746,1022
747,1022
748,1022
749,1022
750,1022
751,1022
752,1022
753,999
754,970
755,938
756,898
757,847
758,794
759,743
760,699
761,661
762,631
763,608
764,589
765,574
766,560
767,548
768,537
769,527
770,519
771,510
772,502
773,495
774,488
775,482
776,477
777,472
778,466
779,461
780,455
781,449
782,444
783,439
784,435
785,432
786,429
787,426
788,424
789,423
790,421
791,419
792,419
793,418
794,417
795,417
796,416
797,415
798,416
799,416
800,416
801,417
802,417
803,418
804,419
805,419
806,420
807,420
808,421
809,422
810,423
811,424
812,425
813,426
814,426
815,428
816,429
817,430
818,431
819,432
820,432
821,432
822,433
823,433
824,434
825,435
826,435
827,436
828,437
829,439
830,440
831,441
832,442
833,443
834,443
835,444
836,446
837,447
838,448
839,448
840,448
841,449
842,449
843,449
844,450
845,451
846,451
847,452
848,453
849,454
850,455
851,456
852,457
853,458
854,459
855,460
856,461
857,461
858,462
859,462
860,463
861,463
862,464
863,464
864,464
865,465
866,466
867,467
868,468
869,468
870,469
871,468
872,469
873,469
874,470
875,471
876,471
877,472
878,472
879,473
880,474
881,475
882,476
883,478
884,480
885,480
886,480
887,479
888,480
889,479
890,479
891,480
892,480
893,480
894,480
895,481
896,482
897,482
898,483
899,483
900,483
901,483
902,483
903,484
904,485
905,485
906,485
907,485
908,486
909,486
910,487
911,487
912,487
913,488
914,489
915,490
916,491
917,492
918,492
919,493
920,494
