563	594	617	722	703	743	762	794	1008	1034	1056	527	399	1022	372	531
1242	1278	1289	1398	1382	1422	1439	1478	1626	1705	1759	526	405	1022	382	528
1919	1945	1964	2075	2056	2096	2279	2148	2311	2377	2410	528	390	1022	370	528
2593	2617	2632	2749	2730	2770	2792	2821	2824	3057	3096	528	397	1022	373	533
3252	3279	3298	3410	3391	3431	nan	3484	nan	nan	nan	524	393	1022	373	530
3947	3959	3985	4060	4041	4080	4099	4136	4297	4363	4402	532	401	1022	378	535
4426	4475	4484	4694	4675	4715	4734	4768	4992	5000	5038	532	399	1022	370	530
5110	5117	5128	5338	5319	5359	nan	5410	nan	nan	nan	533	391	1022	371	529
5861	5874	5909	5974	5955	5995	6014	6049	6267	6284	6314	526	397	1022	376	531
6488	6498	6511	6597	6582	6621	nan	6676	nan	nan	nan	531	410	1022	387	536
7010	7025	7073	7236	7218	7257	nan	7309	nan	nan	nan	531	390	1022	366	535
7615	7668	7698	7864	7845	7885	nan	7939	nan	nan	nan	531	390	1022	370	520
8390	8403	8447	8504	8485	8524	nan	8575	nan	nan	nan	527	388	1022	368	419
9044	9058	9113	9154	9138	9177	nan	9231	nan	nan	nan	528	401	1022	378	805
9593	9610	9641	9803	9785	9824	nan	9876	nan	nan	nan	531	403	1022	374	332
10346	10357	10412	10460	10441	10481	10501	10532	10703	10769	10787	534	398	1022	376	577
10865	10908	10959	11124	11105	11145	nan	11195	nan	nan	nan	529	393	1022	372	521
11560	11573	11627	11789	11771	11810	nan	11865	nan	nan	nan	526	392	1022	370	461
12169	12217	12233	12442	12423	12462	nan	12517	nan	nan	nan	525	394	1022	371	490
12807	12875	12886	13090	13071	13111	nan	13164	nan	nan	nan	528	399	1022	375	533
13610	13621	13720	13723	13704	13744	nan	13794	nan	nan	nan	534	397	1022	379	537
14124	14134	14174	14339	14320	14360	14378	14409	14575	14639	14680	528	398	1022	375	508
14777	14805	14824	14939	14921	14960	14978	15012	15166	15239	15278	534	412	1022	388	483
15378	15403	15427	15541	15523	15562	15582	15612	15775	15841	15890	529	385	1022	374	480
15980	16007	16026	16142	16123	16162	nan	16212	nan	nan	nan	529	394	1022	381	464
16647	16657	16680	16759	16740	16779	nan	16830	nan	nan	nan	529	392	1022	372	816
17154	17172	17213	17374	17358	17397	17415	17452	17613	17686	17713	522	400	1022	374	580
17745	17794	17840	18001	17985	18024	nan	18078	nan	nan	nan	529	407	1022	380	533
18536	18551	18561	18650	18631	18670	nan	18720	nan	nan	nan	522	390	1022	376	505
19102	19114	19151	19317	19298	19337	nan	19390	nan	nan	nan	524	400	1022	374	511
19780	19798	19830	19998	19980	20019	nan	20072	nan	nan	nan	539	395	1022	374	515
20536	20549	20560	20645	20630	20669	nan	20721	nan	nan	nan	489	369	1021	345	496
21065	21074	21132	21289	21270	21309	21330	21364	21439	21477	21577	586	410	1022	360	498
nan	nan	nan	21918	nan	21945	22027	21988	21994	22053	22082	719	723	1022	771	559
nan	nan	nan	22532	nan	22555	nan	22600	nan	nan	nan	511	215	943	327	557
22931	22935	22979	23135	23119	23158	nan	23216	nan	nan	nan	582	557	1022	505	529
23575	23592	23620	23731	23712	23751	23770	23805	23888	23916	23954	562	343	1022	305	509
nan	nan	nan	24323	nan	24344	nan	24393	nan	nan	nan	523	462	1022	474	558
24739	24743	24862	24936	24918	24957	nan	25008	nan	nan	nan	528	393	1022	399	547
25469	25487	25579	25581	25562	25602	nan	25653	nan	nan	nan	523	419	1022	401	543
26024	26032	26042	26242	26227	26266	nan	26320	nan	nan	nan	535	395	1022	375	527
26681	26695	26759	26920	26901	26940	nan	26993	nan	nan	nan	475	386	1022	360	506
27372	27395	27414	27607	27592	27631	nan	27688	nan	nan	nan	533	400	1022	381	513
28183	28200	28216	28282	28266	28306	28323	28361	28363	28494	28523	510	403	988	407	511
28803	28815	28843	28911	28899	28936	nan	29049	nan	nan	nan	535	425	1022	132	515
29382	29400	29443	29535	29520	29559	29577	29613	29699	29753	29779	539	388	1022	399	504
30023	30036	30042	30132	30116	30156	nan	30209	nan	nan	nan	452	397	1022	384	553
30642	30649	30662	30716	30701	30741	nan	30792	nan	nan	nan	651	404	1022	386	540
31158	31164	31176	31286	31270	31310	31327	31363	31532	31579	31584	611	401	1022	352	525
31715	31721	31737	31847	31828	31867	nan	31918	nan	nan	nan	544	309	1014	304	496
