time,ecg
1,506
2,507
3,508
4,509
5,509
6,509
7,509
8,509
9,509
10,509
11,508
12,508
13,507
14,506
15,505
16,505
17,504
18,504
19,504
20,504
21,503
22,503
23,503
24,504
25,504
26,504
27,504
28,504
29,506
30,507
31,507
32,507
33,508
34,508
35,508
36,507
37,507
38,507
39,507
40,508
41,508
42,509
43,510
44,510
45,510
46,509
47,509
48,508
49,507
50,506
51,505
52,504
53,504
54,504
55,505
56,504
57,504
58,504
59,504
60,505
61,505
62,506
63,507
64,508
65,508
66,508
67,507
68,508
69,508
70,508
71,508
72,508
73,507
74,507
75,506
76,507
77,507
78,507
79,507
80,507
81,506
82,505
83,505
84,505
85,505
86,505
87,505
88,505
89,505
90,505
91,504
92,504
93,504
94,504
95,504
96,505
97,506
98,507
99,508
100,509
101,510
102,511
103,512
104,513
105,514
106,514
107,514
108,514
109,514
110,513
111,514
112,514
113,515
114,514
115,514
116,513
117,513
118,513
119,515
120,515
121,516
122,517
123,516
124,515
125,515
126,515
127,515
128,514
129,513
130,513
131,512
132,512
133,513
134,512
135,512
136,512
137,511
138,511
139,511
140,511
141,512
142,513
143,513
144,512
145,511
146,512
147,512
148,512
149,512
150,511
151,510
152,509
153,508
154,509
155,508
156,508
157,508
158,508
159,508
160,508
161,507
162,508
163,508
164,508
165,508
166,508
167,508
168,508
169,509
170,511
171,512
172,513
173,512
174,512
175,511
176,511
177,510
178,510
179,511
180,512
181,513
182,513
183,513
184,513
185,512
186,512
187,511
188,510
189,510
190,510
191,511
192,511
193,511
194,512
195,513
196,513
197,514
198,514
199,514
200,515
201,516
202,516
203,516
204,516
205,516
206,515
207,516
208,516
209,516
210,515
211,515
212,513
213,513
214,512
215,512
216,511
217,510
218,510
219,510
220,511
221,511
222,511
223,511
224,512
225,512
226,512
227,511
228,511
229,511
230,511
231,511
232,510
233,509
234,508
235,508
236,507
237,507
238,507
239,507
240,507
241,507
242,508
243,510
244,512
245,512
246,513
247,513
248,513
249,512
250,511
251,510
252,509
253,508
254,508
255,508
256,508
257,509
258,509
259,510
260,512
261,512
262,512
263,513
264,515
265,515
266,515
267,515
268,515
269,514
270,512
271,511
272,509
273,507
274,506
275,505
276,505
277,505
278,505
279,506
280,507
281,507
282,508
283,507
284,507
285,507
286,507
287,507
288,507
289,508
290,508
291,508
292,508
293,508
294,508
295,509
296,509
297,510
298,511
299,512
300,513
301,512
302,511
303,511
304,510
305,509
306,509
307,508
308,508
309,508
310,507
311,505
312,505
313,505
314,505
315,504
316,503
317,504
318,504
319,505
320,506
321,507
322,508
323,508
324,509
325,509
326,509
327,509
328,509
329,508
330,507
331,507
332,505
333,505
334,505
335,506
336,506
337,507
338,508
339,509
340,510
341,512
342,511
343,511
344,511
345,510
346,508
347,506
348,507
349,507
350,507
351,506
352,505
353,505
354,505
355,506
356,506
357,507
358,507
359,505
360,505
361,507
362,509
363,509
364,510
365,509
366,509
367,509
368,510
369,510
370,511
371,512
372,512
373,513
374,514
375,514
376,515
377,513
378,513
379,512
380,513
381,513
382,515
383,514
384,514
385,514
386,514
387,514
388,515
389,515
390,515
391,514
392,515
393,515
394,515
395,515
396,514
397,515
398,514
399,514
400,513
401,514
402,514
403,514
404,513
405,513
406,513
407,513
408,512
409,511
410,510
411,509
412,508
413,509
414,508
415,509
